site_code,site_name,latitude,longitude,country,rls_mpa,rls_protection_status_old,designation,protected_seas_id,wdpa_id,ps_name,ps_country,year_of_protection,level_fishing_protection,mpa_marine_area_km,zone_marine_area_km,compliance,data_source,validated,comments
ETP85,Coiba coral reef NE,7.63272,-81.7344,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP86,Islote Santa Cruz,7.63113,-81.7822,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP87,Bajo Twin Peaks,7.58555,-81.8417,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP88,Piedra Hacha,7.43252,-81.8579,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP89,JicarÃ³n Noroeste,7.29649,-81.8232,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,65.302,Medium,PS,EC,
ETP9,Don Bernado,8.40062,-79.0782,Panama,Las Perlas Marine Special Management Zone,Restricted take multizoned,MPA,,,zona especial de manejo marino costero archipielago de las perlas,Panama,1988,4,1272,1272,Low,Mix,EC,"This data isn't included in the PS database, but is available online. So this MPA will not have predictions."
ETP90,Jicaron Este,7.26612,-81.7831,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,65.302,Medium,PS,EC,
ETP91,Jicarita E,7.21305,-81.7986,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,65.302,Medium,PS,EC,
ETP92,La Cathedral Jicarita,7.22668,-81.8293,Panama,Coiba National Park,Restricted take multizoned,MPA,AIPAN19,902479,coiba national park and its special zone of marine protection (szmp)- resource management zone,Panama,2005,3,1557.392316,1544.964,Medium,PS,EC,
ETP93,Jicarita Sur,7.20322,-81.7987,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,65.302,Medium,PS,EC,
ETP94,Logan Rock,7.33073,-81.7242,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP95,Bajo Punta Anegada,7.34713,-81.5909,Panama,Coiba National Park,No take multizoned,MPA,AIPAN24,,parque nacional coiba- marine reserve zone,Panama,2005,5,456.7183769,288.826,Medium,PS,EC,
ETP96,Frailes del Sur,7.33722,-80.1387,Panama,,Fishing,Fished,,,,,,0,,,,RLS,EC,
ETP97,Bajo del diabolo,8.4174,-79.1292,Panama,Las Perlas Marine Special Management Zone,Restricted take multizoned,MPA,,,zona especial de manejo marino costero archipielago de las perlas,Panama,1988,4,1272,1272,Low,Mix,EC,"This data isn't included in the PS database, but is available online. So this MPA will not have predictions."
ETP98,Don Bernard W,8.39918,-79.0787,Panama,Las Perlas Marine Special Management Zone,Restricted take multizoned,MPA,,,zona especial de manejo marino costero archipielago de las perlas,Panama,1988,4,1272,1272,Low,Mix,EC,"This data isn't included in the PS database, but is available online. So this MPA will not have predictions."
ETP99,La Vivienda,8.31736,-79.1036,Panama,Las Perlas Marine Special Management Zone,Restricted take multizoned,MPA,,,zona especial de manejo marino costero archipielago de las perlas,Panama,1988,4,1272,1272,Low,Mix,EC,"This data isn't included in the PS database, but is available online. So this MPA will not have predictions."
EYR23,Hanson Bay,-36.0178,136.8553,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR24,Pearson Island Bay NW,-33.9405,134.2667,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR25,Flinders Island NW reef,-33.6862,134.4653,Australia,Investigator MP,Restricted take multizoned,MPA,AIAUS887,555548076,investigator marine park - habitat protection zone - hpz-2 -,Australia,2014,2,359.7582333,359.719,High,PS,EC,
EYR26,Flinders Island NW point,-33.6894,134.4738,Australia,Investigator MP,Restricted take multizoned,MPA,AIAUS887,555548076,investigator marine park - habitat protection zone - hpz-2 -,Australia,2014,2,359.7582333,359.719,High,PS,EC,
EYR27,Pearson Island North,-33.9409,134.2729,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR28,Pearson Island SE bay,-33.9624,134.2715,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR29,Pearson Island east,-33.9512,134.2743,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR30,Pearson Island inner bay north,-33.9536,134.2695,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR31,Pearson Island inner bay south,-33.9604,134.2679,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,162.229,High,PS,EC,
EYR32,Flinders Island anchorage,-33.6844,134.4868,Australia,Investigator MP,Restricted take multizoned,MPA,AIAUS887,555548076,investigator marine park - habitat protection zone - hpz-2 -,Australia,2014,2,359.7582333,359.719,High,PS,EC,
EYR33,Greenly Island,-34.6438,134.7952,Australia,Thorny Passage Marine Park,Restricted take multizoned,MPA,AIAUS2010,555548163,thorny passage marine park - habitat protection zone - hpz-4 -,Australia,2014,2,140.1698883,140.099,High,PS,EC,
EYR34,Wedge Island west ladders,-35.1469,136.4468,Australia,Gambier Islands Group MP,Restricted take multizoned,MPA,AIAUS703,555548060,gambier islands group marine park - habitat protection zone - hpz-1,Australia,2014,2,113.8477769,113.842,High,PS,EC,Year of protection updated.
EYR35,Bakers Hole,-33.0121,134.1802,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR36,Cave Bay,-33.0107,134.1713,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR37,Cave Beach West,-33.0083,134.1643,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR38,Cave Beach Point,-33.0066,134.1656,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR39,Smooth Pools,-32.9256,134.0783,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR40,Granites South,-32.9213,134.078,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR41,Point Westell North,-32.9067,134.0673,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR42,Wayne s World,-32.9059,134.0734,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR43,High Cliff North,-32.865,134.1009,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR44,Mouth of Baird Bay,-33.1868,134.3529,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2181,555548181,west coast bays marine park - habitat protection zone - hpz-2,Australia,2014,1,417.6632289,414.994,High,PS,EC,Year of protection updated.
EYR45,Jones Island NW,-33.1851,134.3592,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2181,555548181,west coast bays marine park - habitat protection zone - hpz-2,Australia,2014,1,417.6632289,414.994,High,PS,EC,Year of protection updated.
EYR46,The Mad Mile,-33.184,134.3778,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2181,555548181,west coast bays marine park - habitat protection zone - hpz-2,Australia,2014,1,417.6632289,414.994,High,PS,EC,Year of protection updated.
EYR47,Solar Tubes,-33.0951,134.257,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR48,Flinders Island North,-33.6755,134.5165,Australia,Investigator MP,Restricted take multizoned,MPA,AIAUS887,555548076,investigator marine park - habitat protection zone - hpz-2 -,Australia,2014,2,359.7582333,359.719,High,PS,EC,
EYR50,Horny Point,-35.0053,136.1907,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR51,Memory Cove,-34.9599,135.9986,Australia,Thorny Passage Marine Park,Restricted take multizoned,MPA,AIAUS2011,555548163,thorny passage marine park - habitat protection zone - hpz-6 -,Australia,2014,2,546.3482225,546.215,High,PS,EC,
EYR52,Memory Bommie,-34.9284,135.9928,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR53,Grindal Island,-34.9176,136.0339,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR54,Taylors South,-34.8934,136.0124,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR55,McLaren South,-34.8043,136.0088,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR56,Boston Island North,-34.669,135.9264,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR57,Langton Island,-34.5981,136.2484,Australia,Sir Joseph Banks Group Marine Park,Restricted take multizoned,MPA,AIAUS1828,555548146,sir joseph banks group marine park - habitat protection zone - hpz-2 -,Australia,2014,2,1212.914229,1212.624,High,PS,EC,Year of protection updated.
EYR58,Smith Rocks,-34.5871,136.266,Australia,Sir Joseph Banks Group Marine Park,Restricted take multizoned,MPA,AIAUS1828,555548146,sir joseph banks group marine park - habitat protection zone - hpz-2 -,Australia,2014,2,1212.914229,1212.624,High,PS,EC,Year of protection updated.
EYR59,Dalby Island,-34.5629,136.2347,Australia,Sir Joseph Banks Group Marine Park,Restricted take multizoned,MPA,AIAUS1828,555548146,sir joseph banks group marine park - habitat protection zone - hpz-2 -,Australia,2014,2,1212.914229,1212.624,High,PS,EC,Year of protection updated.
EYR60,Kirkby Island,-34.5531,136.2116,Australia,Sir Joseph Banks Group Marine Park,No take multizoned,MPA,AIAUS1824,555548146,sir joseph banks group marine park - sanctuary zone - sz-3 -,Australia,2014,5,29.21307201,29.253,High,PS,EC,Year of protection updated.
EYR61,Reevesby Island,-34.5309,136.2889,Australia,Sir Joseph Banks Group Marine Park,Restricted take multizoned,MPA,AIAUS1828,555548146,sir joseph banks group marine park - habitat protection zone - hpz-2 -,Australia,2014,2,1212.914229,1212.624,High,PS,EC,Year of protection updated.
EYR62,Winceby Island,-34.4892,136.2893,Australia,Sir Joseph Banks Group Marine Park,Restricted take multizoned,MPA,AIAUS1828,555548146,sir joseph banks group marine park - habitat protection zone - hpz-2 -,Australia,2014,2,1212.914229,1212.624,High,PS,EC,Year of protection updated.
EYR63,Point Sir Isaac South,-34.4366,135.1919,Australia,Thorny Passage Marine Park,Restricted take multizoned,MPA,AIAUS1993,555548163,thorny passage marine park - general managed use zones - gmuz-4 and gmuz-5,Australia,2014,2,651.5183334,180.861,High,PS,EC,
EYR64,Point Sir Isaac,-34.4282,135.2044,Australia,Thorny Passage Marine Park,Restricted take multizoned,MPA,AIAUS1993,555548163,thorny passage marine park - general managed use zones - gmuz-4 and gmuz-5,Australia,2014,2,651.5183334,180.861,High,PS,EC,
EYR65,Frenchmans,-34.4194,135.3586,Australia,Thorny Passage Marine Park,Restricted take multizoned,MPA,AIAUS1993,555548163,thorny passage marine park - general managed use zones - gmuz-4 and gmuz-5,Australia,2014,2,651.5183334,180.861,High,PS,EC,
EYR66,Coles Point,-34.3789,135.3526,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR67,Point Drummond,-34.1747,135.26,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR68,Flinders Island,-33.7184,134.5483,Australia,Investigator MP,Restricted take multizoned,MPA,AIAUS887,555548076,investigator marine park - habitat protection zone - hpz-2 -,Australia,2014,2,359.7582333,359.719,High,PS,EC,
EYR69,Topgallant Island,-33.7155,134.6246,Australia,Investigator MP,No take multizoned,MPA,AIAUS883,555548076,investigator marine park - sanctuary zone - sz-1,Australia,2014,5,187.1469965,24.798,High,PS,EC,
EYR70,Waldegrave Island,-33.592,134.7593,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR71,South East Slade Point,-33.0504,134.1737,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR72,Eagle Rock (1/2 way between Cape Blanche & Slade Point),-33.0271,134.1438,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR73,Eagle Bay (1/2 way between Cape Blanche & Slade Point),-33.0261,134.1476,Australia,West Coast Bays MP,Restricted take multizoned,MPA,AIAUS2182,555548181,west coast bays marine park - habitat protection zone - hpz-1,Australia,2014,1,272.9117876,273.021,High,PS,EC,Year of protection updated.
EYR74,The Granites,-32.8764,134.0875,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR75,Dreadnaughts,-32.8647,134.0981,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR76,Cape Bauer,-32.718,134.0614,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR77,Cape Bauer East,-32.7163,134.0638,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
EYR78,Donnington Rocks,-34.7198,135.9981,Australia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FI1,Cochon I,-51.6049,-57.7885,Falkland Islands (Malvinas),,Fishing,Fished,,,,,,0,,,,RLS,EC,
FI2,Kidney Cove N,-51.6231,-57.7689,Falkland Islands (Malvinas),,Fishing,Fished,,,,,,0,,,,RLS,EC,
FI3,Bottom Tussock I,-51.6721,-57.7419,Falkland Islands (Malvinas),,Fishing,Fished,,,,,,0,,,,RLS,EC,
FI4,Surf Bay,-51.6945,-57.767,Falkland Islands (Malvinas),,Fishing,Fished,,,,,,0,,,,RLS,EC,
FI5,Hamblin Bay,-51.662,-57.8159,Falkland Islands (Malvinas),,Fishing,Fished,,,,,,0,,,,RLS,EC,
FLORES1,Pulau Besar Maragajong,-8.486,122.342,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES2,Ruteng,-8.45386,122.3291,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES3,Taat Pulau Besar,-8.43986,122.3284,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES4,South Pangah Batang Spit,-8.43966,122.3284,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES5,South Pasar Sari Gosong Bone Atoll,-8.48432,122.4608,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES6,Pulau Babi South,-8.435,122.499,Indonesia,Teluk Maumere,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FLORES7,Tanjung Darat,-8.48255,122.4815,Indonesia,,Fishing,MPA,AIIDN1012,20420,maumere bay nature tourism park,Indonesia,1987,1,642.9839926,613.609,Low,PS,EC,
FP1,Papeete Dock,-17.5359,-149.582,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP10,Teavapiti Pass Sth,-16.7456,-151.426,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP11,Taoru Motu,-16.7472,-151.425,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP12,Motu Pahi (Bora Bora),-16.4398,-151.766,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP13,Bora Bora Airport,-16.4372,-151.763,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP14,Teavapiti Pass,-16.7408,-151.42,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP15,Maupihaa Inside,-16.7786,-153.956,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP16,Toau Bommie,-15.9408,-145.915,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP17,Toau Outside,-15.9349,-145.881,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP18,Toau Bommie2,-15.9374,-145.891,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP19,Fakarava Outside,-16.0722,-145.702,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP2,Moorea Channel,-17.4759,-149.824,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP20,Fakarava Bommie,-16.0832,-145.693,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP21,Fakarava Outside Shallow,-16.0709,-145.699,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP22,Tikehau Bommie,-15.0141,-148.267,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP23,Airport Outside Sth,-23.1003,-134.864,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP24,Motu Tekava,-23.1618,-134.856,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP25,Motu Tekava Nth,-23.156,-134.856,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP26,Motu Tekava Sth,-23.1714,-134.855,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP27,Motu Tekava Inside,-23.1659,-134.856,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP28,Ile Taravai West,-23.1532,-135.061,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP29,Ile Taravai East,-23.1316,-135.023,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP3,Passe Tareu Moorea,-17.4829,-149.894,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP30,Ilot Motu-o-ari,-23.1566,-135.021,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP31,Hoa Inside Beacons,-18.0869,-140.999,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP32,Hoa Outside,-18.0675,-141.002,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP33,Hoa Inside,-18.075,-141.006,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP34,Makemo Outside NE2,-16.6161,-143.561,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP35,Makemo Outside NE,-16.616,-143.56,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP36,Makemo Outside NE 2,-16.6156,-143.559,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP37,Makemo Inside Bommie,-16.6302,-143.572,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP38,Makemo NW anchorage,-16.4504,-143.959,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP39,Makemo Outside NW Pass,-16.442,-143.965,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP4,"Tiki, Moorea",-17.4901,-149.924,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP40,Tahanea Outside NE,-16.8567,-144.658,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP41,Tahanea Outside NE2,-16.8573,-144.656,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP42,Tahanea D'Otao Pass,-16.851,-144.686,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP43,Tahanea Passe Manino Outside,-16.8485,-144.687,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP44,Tahanea Inside NE,-16.8489,-144.896,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP45,Tahanea Motupuapua,-16.8388,-144.695,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP48,Faaite Passe Teporioha Sth,-16.7042,-145.36,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP49,Fakarava Sth Cardinal,-16.5064,-145.461,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP5,Tetiaroa,-17.0004,-149.591,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
FP50,Fakarava Sth Outside,-16.5169,-145.456,French Polynesia,,Fishing,Fished,,,,,,0,,,,RLS,EC,
